"Activity"	"Subject"	"angle(tBodyAccMean,gravity)"	"angle(tBodyAccJerkMean),gravityMean)"	"angle(tBodyGyroMean,gravityMean)"	"angle(tBodyGyroJerkMean,gravityMean)"	"angle(X,gravityMean)"	"angle(Y,gravityMean)"	"angle(Z,gravityMean)"
"WALKING"	26	0.0467814119830509	-0.00473099461016949	-0.0325032479491525	-0.0281317273728813	-0.84921665779661	0.175450599830508	-0.054232685440678
"WALKING"	27	0.0125394930526316	0.0248390150824561	0.132261637894737	-0.11575159945614	-0.780893732982456	0.21187518122807	0.110064619157895
"WALKING"	28	0.00631194320370369	-0.0430248398888889	0.112201222111111	0.0109290042962963	-0.756715662592593	0.240524462592593	0.1093028185
"WALKING"	29	0.0693133134301887	-0.0579199534415094	-0.0795204204528302	0.0167808426037736	-0.86177123	0.170953057735849	-0.0450589469735849
"WALKING"	30	0.0530152821107692	-0.0152830439430769	0.0157766417384615	-0.0720167968446154	-0.861322936769231	0.191625551538462	0.0244499703709231
"WALKING_UPSTAIRS"	1	0.0960860761792453	-0.0610838413018868	-0.194699963113208	0.0656835692641509	-0.647195664339623	0.334763277358491	0.0741663682075472
"WALKING_UPSTAIRS"	2	0.0946511080666667	-0.00775466904166667	0.01538156125	-0.081031303125	-0.477698945416667	0.373749042708333	0.165147457953125
"WALKING_UPSTAIRS"	3	0.0134885571016949	0.115176801183051	-0.263078223220339	0.0303992495084746	-0.600971375423729	0.346985015762712	0.134293701288136
"WALKING_UPSTAIRS"	4	0.0592051541692308	-0.00506236538461539	-0.246559359423077	0.0535172503461538	-0.775483533076923	0.243389231923077	-0.0368022039115385
"WALKING_UPSTAIRS"	5	-0.0204224405851064	-0.0772287023617021	-0.293346475531915	0.112446922106383	-0.754346294893617	0.266611003404255	0.0378686889744681
"WALKING_UPSTAIRS"	6	0.00864138094705883	0.00321117401960784	0.128194466470588	-0.0993653566196078	-0.679096001568627	0.318508028823529	0.0345334914843137
"WALKING_UPSTAIRS"	7	0.0175799693921569	0.0140026345745098	0.106104406862745	-0.117697297115686	-0.519312376666667	0.248699244117647	0.312061603254902
"WALKING_UPSTAIRS"	8	0.0767267882926829	-0.0979335780731707	-0.389305120341463	0.0663775281158537	-0.613935211219512	0.285922798780488	0.160697390356098
"WALKING_UPSTAIRS"	9	0.129153963587755	0.00188403497959184	0.0931479457142857	0.00109297840408163	-0.704793909183673	0.109375558383673	0.212332932142857
"WALKING_UPSTAIRS"	10	0.110293662446809	-0.00753000246808511	-0.263603869021277	0.153637457706383	-0.792289522978723	0.121840871425532	0.00579155151340426
"WALKING_UPSTAIRS"	11	-0.0168575571111111	-0.0632903681592593	-0.00955657777777778	-0.0708590174814815	-0.645453650555556	0.321428288888889	-0.0805376936666667
"WALKING_UPSTAIRS"	12	0.052339373075	0.0388568273076923	0.0959064265384615	-0.0899947208269231	-0.740688259615385	0.261185188461538	0.0705748215448077
"WALKING_UPSTAIRS"	13	0.0134427051454545	0.0436485618036364	0.146500936	-0.0335896854254545	-0.560140364545455	0.330945829818182	0.1690195284
"WALKING_UPSTAIRS"	14	0.072254155537037	-0.00915395983333333	-0.223951414444444	0.133237047185185	-0.37967443537037	0.311607140555556	0.390444368518519
"WALKING_UPSTAIRS"	15	0.0443572382083333	-0.0221758428125	-0.3663517925	0.167930232770833	-0.696282654166667	0.300676034583333	-0.0346700269020833
"WALKING_UPSTAIRS"	16	0.0238927530392157	0.0808783829	-0.269905448235294	0.175222850392157	-0.545576641372549	0.138773099601961	0.293497544705882
"WALKING_UPSTAIRS"	17	0.0589956285104167	0.0683932524979167	-0.0275795836041667	0.105621270333333	-0.572547818333333	0.279992530833333	0.23325887375
"WALKING_UPSTAIRS"	18	0.0145957021172414	0.0709435610091379	0.0481783979310345	-0.120113838534483	-0.634012999827586	0.302327241896552	0.0969887787413793
"WALKING_UPSTAIRS"	19	0.0217096617725	0.00585621357499999	-0.235635805125	-0.004332930875	-0.54383051775	0.3529176155	0.1793526235
"WALKING_UPSTAIRS"	20	0.00577248834509804	-0.0550380312745098	-0.321605242941176	0.0935845972392157	-0.472420544509804	0.42476122745098	0.114237177876471
"WALKING_UPSTAIRS"	21	-0.031592032893617	-0.0664956520638298	-0.217555238085106	0.1652581083	-0.467414943829787	0.386758519148936	0.241093136595745
"WALKING_UPSTAIRS"	22	0.0440866626738095	-0.0592812958095238	-0.312935454047619	0.0874484139761905	-0.656388436904762	0.317875941428571	0.0891294692238095
"WALKING_UPSTAIRS"	23	0.0310652768554902	0.0332454765882353	-0.311531826862745	0.0614662024705882	-0.585360400392157	0.232358364313726	0.277962284705882
"WALKING_UPSTAIRS"	24	-0.0190694556338983	-0.00932266703898305	-0.197302296508475	0.182384802705085	-0.682918761186441	0.247122399830508	0.181479912372881
"WALKING_UPSTAIRS"	25	0.0137047529692308	0.0261519510461538	-0.201479438307692	0.0562698672615385	-0.750122416615385	0.233730368	-0.0545542417876923
"WALKING_UPSTAIRS"	26	0.0418995553890909	0.0466143060363636	-0.138231470909091	-0.0235172304854545	-0.775023344545455	0.253034782909091	0.0231785948890909
"WALKING_UPSTAIRS"	27	0.0302610459509804	0.0173688089411765	0.0361343766666667	-0.0322198925215686	-0.624493001372549	0.241188973137255	0.232688028039216
"WALKING_UPSTAIRS"	28	0.0617588462745098	0.050281174772549	0.099432944627451	-0.0369654482882353	-0.582762521568627	0.314725065882353	0.209000813137255
"WALKING_UPSTAIRS"	29	0.0555661945040816	-0.0594013960816327	-0.300314023673469	0.122922641102041	-0.785485346122449	0.241437145306122	-0.00950628416938775
"WALKING_UPSTAIRS"	30	-0.000180217029230768	0.0868940141184615	-0.0362012018153846	0.0174888582661538	-0.790114314461538	0.240975413230769	0.0373906500215385
"WALKING_DOWNSTAIRS"	1	-0.00269512515918367	0.0899316865510204	0.0633382849183673	-0.0399768458163265	-0.744483753469388	0.267245784693878	0.0650047072244898
"WALKING_DOWNSTAIRS"	2	-0.0243291092914894	-0.00637550521276596	0.366551180212766	-0.073580298587234	-0.624985569787234	0.311800312978723	0.0537293985574468
"WALKING_DOWNSTAIRS"	3	-0.0475794238163265	-0.0108494994238776	0.313783896122449	-0.077283993244898	-0.766823525918367	0.240927177346939	0.0932212612040816
"WALKING_DOWNSTAIRS"	4	0.000633759377777773	-0.0525297218666667	0.353626044222222	-0.0625619543688889	-0.852409054444444	0.1265381706	-0.0832015467555555
"WALKING_DOWNSTAIRS"	5	-0.0397384617021277	-0.0414008516170213	0.123686466212766	-0.00140446813617022	-0.947116527659574	0.125876924702128	0.00648109544829787
"WALKING_DOWNSTAIRS"	6	-0.0453085168958333	-0.0358369679166667	0.312706787791667	-0.207129263041667	-0.804077122291667	0.232771541666667	0.0239615746072917
"WALKING_DOWNSTAIRS"	7	-0.0386153597021277	-0.0307260213404255	0.259901814042553	-0.100218023523404	-0.778027535744681	0.17298945106383	0.1316399086
"WALKING_DOWNSTAIRS"	8	-0.0143680611052632	-0.119465358184211	0.265290535078947	-0.161871531676316	-0.734180207105263	0.213262025526316	0.123085450154737
"WALKING_DOWNSTAIRS"	9	-0.112277655214286	-0.0921238957047619	0.201647894145714	-0.0711949931095238	-0.87432492047619	0.1080891515	0.0810164383095238
"WALKING_DOWNSTAIRS"	10	-0.0333449637368421	-0.03416183895	0.277642295578947	-0.0701917751421053	-0.877914983947368	0.128310641026316	-0.00811530789386842
"WALKING_DOWNSTAIRS"	11	-0.0465072536521739	0.0251428884217391	0.297576119782609	-0.223672056052174	-0.780245904347826	0.221263763913043	-0.0709612617173913
"WALKING_DOWNSTAIRS"	12	-0.0265533425217391	0.0328773766739131	0.380694036521739	-0.220640292436957	-0.828474130434783	0.206774836956522	0.0610767198478261
"WALKING_DOWNSTAIRS"	13	-0.0477491987	0.0220198444893617	0.26126376212766	-0.129205690319149	-0.764965780212766	0.228575047234043	0.0880783817580851
"WALKING_DOWNSTAIRS"	14	0.00354991522222222	0.106421773333333	0.0597397677777778	0.00564980115555555	-0.526550287333333	0.266238826444444	0.303781233333333
"WALKING_DOWNSTAIRS"	15	0.0334675068309524	0.0167093419811905	0.306097728642857	-0.130835428642857	-0.829411894285714	0.200250656666667	-0.034021550472619
"WALKING_DOWNSTAIRS"	16	-0.163042575021277	-0.0449862704468085	0.12649939587234	-0.0557949436914894	-0.731151421702128	0.123723224093617	0.180955706382979
"WALKING_DOWNSTAIRS"	17	-0.0617784494130435	-0.120553975717391	-0.0798154573913044	0.00739991945652174	-0.754580714565217	0.18768213	0.135724922673913
"WALKING_DOWNSTAIRS"	18	-0.0270513275454545	-0.0321249909363636	0.124796231545455	-0.0583528372090909	-0.743605738727273	0.238556966545455	0.0564579905272727
"WALKING_DOWNSTAIRS"	19	5.44181692307714e-05	0.0187805524358974	0.444101172307692	-0.0465227397435897	-0.741842548461538	0.236000626923077	0.114011882
"WALKING_DOWNSTAIRS"	20	-0.0553990875311111	0.0429476564444444	0.2715168114	-0.0869661038	-0.725888626888889	0.275497021555556	0.0414395443846667
"WALKING_DOWNSTAIRS"	21	0.0325317716666667	-0.0416673577777778	0.345962371111111	-0.06503926268	-0.609997020444444	0.331093236666667	0.153317356444444
"WALKING_DOWNSTAIRS"	22	-0.0477293001888889	-0.0517115658333333	0.2258319625	0.0289312474444444	-0.774881513611111	0.238387356388889	-0.00753626194444445
"WALKING_DOWNSTAIRS"	23	-0.0787097195925926	-0.0309622597407407	0.139336003333333	0.0263468348703704	-0.816592367407407	0.160335424259259	0.131746438444444
"WALKING_DOWNSTAIRS"	24	-0.0563071787363636	0.00706070274545454	0.0551508812727273	-0.0379216355272727	-0.819838803818182	0.171762154727273	0.1200578956
"WALKING_DOWNSTAIRS"	25	-0.0710775796206897	-0.0854018992413793	0.0191770764655172	0.050637295862069	-0.779900815862069	0.133510786896552	-0.133506944172414
"WALKING_DOWNSTAIRS"	26	0.076784770398	-0.0461740932	0.0329273354	0.0299250040002	-0.8435735374	0.1388694382	-0.0868762146
"WALKING_DOWNSTAIRS"	27	-0.109720268022727	0.000934885772727272	0.322535211136364	-0.165675378727273	-0.776271949318182	0.198441892954545	0.121082833318182
"WALKING_DOWNSTAIRS"	28	-0.13313541226087	-0.049665982673913	0.272631873347826	-0.168532357223913	-0.750481451521739	0.246322557391304	0.106981081586957
"WALKING_DOWNSTAIRS"	29	-0.0602061182708333	0.0681507695833333	0.125170537629792	-0.113882761572917	-0.896443993958333	0.136459860416667	-0.0434252902375
"WALKING_DOWNSTAIRS"	30	0.00656996201435484	-0.0615355431774194	0.0811338125806452	-0.108973571203387	-0.883136180645161	0.170911323870968	0.00139127310645161
"SITTING"	1	0.0274415479191489	0.0297097878297872	0.0676981338723404	-0.064881619087234	-0.591247480212766	-0.0604660253808511	-0.218017225106383
"SITTING"	2	0.0395284311165435	-0.00339286689565217	0.0209731695434783	-0.0762041966043478	-0.774436094565217	0.155857278304348	-0.118224398621739
"SITTING"	3	0.0327172863134615	0.00407829679403846	0.0643706655192308	-0.0252355469096154	-0.759811921923077	-0.00632480140384615	-0.0783934904807692
"SITTING"	4	-0.010753474716	-0.0075990574098	-0.032687279624	-0.0595747229	-0.7102762428	-0.07099878796	-0.0563298907436
"SITTING"	5	0.0287036466522727	-0.0209532538863636	-0.0178752189840909	-0.0885933937022727	-0.730101663409091	-0.0384493972045455	-0.0806862754545455
"SITTING"	6	0.00232762371945455	-0.0238156430418182	0.0479272445938182	-0.0351476023527273	-0.784772392909091	0.0360512934927273	-0.02782276988
"SITTING"	7	0.01363659838625	-0.03875147675625	-0.0183698506666667	-0.0327575471666667	-0.930654288541667	0.079731682625	-0.02380785876875
"SITTING"	8	0.0119896311543478	-0.0175702777717391	0.0121244455695652	-0.0380769897826087	-0.616080375869565	-0.0866948140826087	-0.169509303978261
"SITTING"	9	0.0213074293	-0.031930473586	0.01983366452	-0.0944429619	-0.8064137502	0.1131528324	-0.041913115972
"SITTING"	10	-0.000753881064814814	0.0412403814888889	0.00358191413875926	-0.0539752572944444	-0.542518750925926	0.108799259925926	-0.121936849888889
"SITTING"	11	-0.0117860105754717	-0.010568244054717	-0.00398002958490566	-0.0254148949339623	-0.663459875471698	-0.0686398358490566	-0.112035600849057
"SITTING"	12	0.0156315910333137	-0.0246810833392157	0.0616507166980392	-0.0166771725082353	-0.826322427058824	0.0252192275666667	-0.0422271070156863
"SITTING"	13	-0.0313853361489796	0.0209112877122449	0.0302309096714286	-0.019921940122449	-0.788776798979592	0.0119882938979592	-0.0324103521183673
"SITTING"	14	0.0276023255666667	0.014669054387037	0.00323595271481481	-0.0595805713703704	-0.804409417777778	0.108708410814815	0.0892149622222222
"SITTING"	15	0.00128044672722034	0.0122376311237288	0.027477776	-0.0080464752279661	-0.734755767966102	-0.0659028501152542	0.019615626
"SITTING"	16	0.0179629102608696	-0.000160159956521735	0.00778734771304348	-0.0231777141086957	-0.79971926884058	0.142999748768116	-0.0411259984489855
"SITTING"	17	-0.0091761503225	0.00281352192328125	0.02454278904375	-0.0571530263296875	-0.81445408953125	0.085758277453125	0.117860678351562
"SITTING"	18	0.0146348425982456	0.0111668165140351	-0.040857837877193	-0.048496385377193	-0.740786431578947	-0.00746888583912281	-0.092884205877193
"SITTING"	19	0.0358415172794521	-0.0203678172205479	-0.000867430025479454	0.0441186431780822	-0.304548450821918	-0.176317791671233	-0.348064872739726
"SITTING"	20	0.0295022701836364	0.0217677662666667	-0.00599574422121212	-0.0288132790984848	-0.764207058787879	0.0329072161772727	-0.0860447384742424
"SITTING"	21	0.0424169609831765	-0.00161665603176471	0.0039913382917647	0.0503097159294118	-0.809146631647059	0.0683217701176471	0.0612901141882353
"SITTING"	22	-0.00310506776290323	-0.0152935294256452	0.0570502921935484	-0.00874391463064516	-0.606494097903226	-0.0624642647935484	-0.2051951285
"SITTING"	23	0.0115616352485294	-0.00224226963529411	0.0360777403426471	-0.0386059614044118	-0.798066761764706	-2.2258617647059e-05	-0.0230392130294118
"SITTING"	24	0.0205587512469118	-0.00503036659779412	-0.00106301174852941	-0.0370440296588235	-0.765209814558824	-0.0426557026279412	-0.0558413695220588
"SITTING"	25	0.00795462410923077	-0.00733065523846154	0.0426911872830769	-0.0504620113735385	-0.701692020615385	-0.0645664581230769	-0.0984975363846154
"SITTING"	26	-0.00026885276025641	0.0334113465417949	-0.00143055610282051	-0.0506427197858974	-0.564801133448718	-0.0779302425448718	-0.207419646512821
"SITTING"	27	-0.000321402391857144	0.0256382561075714	0.02180281181	-0.0520481359642857	-0.630309218285714	-0.0662284828	-0.178206664085714
"SITTING"	28	0.0123677880686111	0.00766235295972222	-0.00447454344166667	-0.0153563357611111	-0.689362179583333	0.160675070619306	-0.0763153267916667
"SITTING"	29	0.0203556366216667	0.00583557285	0.00135533348666667	-0.0535719711003333	-0.671099939833333	-0.0233932289533333	-0.181737384166667
"SITTING"	30	-0.0151925479935484	0.0458753732667742	-0.00759988451290322	-0.020855540333871	-0.596305441612903	0.00103946516129032	-0.227534606129032
"STANDING"	1	-0.000222340747169812	0.021963782690566	-0.0337938382037736	-0.0279229321962264	-0.743407887924528	0.270175032830189	0.0122528503773585
"STANDING"	2	-0.013681915312963	0.0411822244577778	-0.0151035161722222	0.11232464912963	-0.627180076111111	0.337937911666667	-0.0678959805833333
"STANDING"	3	0.00772770563770492	0.0246545250622951	0.00979910903278689	-0.0505440714639344	-0.71190381557377	0.289824125737705	0.00457098377868852
"STANDING"	4	0.0147312363133929	0.0045729088625	0.101339340914286	0.0257192449821429	-0.831044401607143	0.135778706071429	-0.0951347515892857
"STANDING"	5	-0.00860856932142857	-0.00572224394107143	0.0866990453375	-0.0828789318410714	-0.862767277857143	0.110446445178571	-0.0754509648214286
"STANDING"	6	0.0123494545684211	-0.00737862488596491	0.0672693934912281	0.0586938250175439	-0.759500275087719	0.240854577192982	0.0121273275736842
"STANDING"	7	0.0102468976660377	-0.0238336055150943	-0.075886457490566	-0.00760634756603773	-0.81912357754717	0.164011262264151	0.0579886623962264
"STANDING"	8	0.0258949006127778	-0.00820462124444444	0.0152465735555556	-0.0319347857407407	-0.840839661296296	0.145565477037037	0.0905212998148148
"STANDING"	9	0.0116017230222222	0.00486631672888889	0.0457096772222222	0.0328201066444444	-0.859607609333333	0.0909985561777778	0.0154296719333333
"STANDING"	10	-0.0137904686068182	0.0303705889893182	0.03361076375	0.114195806227273	-0.817648123636364	0.112597078427273	-0.00256864090227273
"STANDING"	11	-0.00231669177765958	-0.0139522134659574	0.0185935504468085	0.0126784429404255	-0.801986404255319	0.201762944893617	-0.0668709773829787
"STANDING"	12	0.00891991761311475	0.0123418553803279	0.0289201456934426	-0.013212840047541	-0.792684913278689	0.232979146393443	0.0491145447693443
"STANDING"	13	0.0144234182722807	-0.0235598900684211	0.0407220729824561	-0.0309467302614035	-0.741685939122807	0.247241071929825	0.0582448749219298
"STANDING"	14	0.00742967239083333	0.017584753905	-0.102584280416667	-0.00588886871333333	-0.6015810145	0.2380634805	0.260358891666667
"STANDING"	15	-0.00231995023396226	0.0222929098130189	0.0618239320358491	0.130430724509434	-0.841919933584906	0.196111096792453	-0.0231407098028302
"STANDING"	16	0.00591798000538462	0.0410077142538462	0.0368086385512821	-0.00384551201153846	-0.788613521153846	0.123302384871795	0.138687314961538
"STANDING"	17	0.0151142472629487	0.00301967217179487	0.0443821693333333	0.0704568026666667	-0.66226282474359	0.260217512307692	0.164226520641026
"STANDING"	18	0.00991716683630137	0.000636839232876713	-0.0325280581041096	-0.00680588488767123	-0.77468191260274	0.223141827534247	0.0557066927123288
"STANDING"	19	0.0134942698739726	0.00551845562821918	0.0134763448589041	0.0363689816575343	-0.76209297260274	0.236858175068493	-0.0690773782876712
"STANDING"	20	0.0146216248869863	0.00600846000123288	-0.0224480902794521	0.0249852990958904	-0.69701143369863	0.295461318356164	-0.0275259507709589
"STANDING"	21	0.0169999900124719	-0.023120938352809	-0.0863232009393258	0.0771729732247191	-0.611235625168539	0.322136212359551	0.166452878988764
"STANDING"	22	0.00462641322539682	0.0194333314460317	0.0311652005079365	-0.0486648156222222	-0.788451559206349	0.238437296507937	-0.000765151707936508
"STANDING"	23	0.0118790023266176	0.0156168896279412	0.0176589417794118	-0.0703326196852941	-0.753773237352941	0.164030936176471	0.180098972514706
"STANDING"	24	0.01294374399	0.0208373898065217	-0.0355583003884058	0.0012171928115942	-0.857865246521739	0.182908385362319	0.0586753424246377
"STANDING"	25	-0.00609315455810811	0.0127270486594595	0.00518333306756757	0.0259984624054054	-0.745256263243243	0.192584861621622	-0.120205382366216
"STANDING"	26	-0.00521489950959459	0.0272384216905405	0.0256719634454054	0.0115717912027027	-0.853150767162162	0.179639743783784	-0.0398428929606757
"STANDING"	27	0.01721205718025	0.03469933958	-0.03700329040125	0.001785109175	-0.8334225635	0.212369686125	0.025601368792625
"STANDING"	28	0.00760995031037975	0.0150505403316456	-0.0841160234303797	0.0690701331189873	-0.767174065189873	0.252996898481013	0.0484423398708861
"STANDING"	29	-0.0148216215286154	0.0217420439907692	0.0303103782472308	0.0185604180769231	-0.923515760769231	0.123792900830769	-0.000327698463076923
"STANDING"	30	0.0172814371937288	0.00416689158813559	0.0515530729949153	0.0328841816898305	-0.878159091355932	0.152285940677966	0.00469988878042373
"LAYING"	1	0.0213659655642	0.00306040735	-0.001666984698	0.08443716468	0.4267062264	-0.52034381798	-0.35241310896
"LAYING"	2	0.005791809625	-0.00635557646875	0.0652860108125	-0.0293710088554167	0.617423415625	-0.519732551458333	-0.478928233958333
"LAYING"	3	0.0178959376270161	0.0166479534356452	0.0455874765919355	0.0317261682790323	0.423505857096774	-0.630062847096774	-0.346243070483871
"LAYING"	4	-0.00235775253703703	-0.0155037568068519	0.0071296052962963	0.036656730987037	0.553489757592593	-0.763217167407407	-0.229790432925926
"LAYING"	5	0.0212091926730769	0.0553647963480769	-0.00581288916980769	-0.0344420261538462	0.598732659615385	-0.825299860384615	-0.168146326730769
"LAYING"	6	0.0049894390845614	0.032217035422807	0.0859389874070175	-0.0350566811964912	0.593394403508772	-0.874567701929825	-0.106624418668421
"LAYING"	7	0.0364477050365385	0.0199228239403846	0.0630163120384615	0.0486243772639231	0.612487997884615	-0.207518642153846	-0.808553756346154
"LAYING"	8	-0.0244904310703704	-0.0219448739555556	0.0106333070925926	0.0137316829166667	0.542597408518519	-0.400681373333333	-0.601885211481481
"LAYING"	9	0.000991077232	-0.021817851338	0.052062224042	0.018204470058	0.6688739754	0.1707890725	-0.873649367
"LAYING"	10	-0.0238729803927759	-0.0121815291103448	0.0199111335706897	0.0583224275034483	0.577222397758621	0.213834852672414	0.105926376896552
"LAYING"	11	0.00275033849298246	0.00143538724210526	-0.0220259476017544	0.0529916131647368	0.345277759649123	-0.813130779824561	-0.0593468643842105
"LAYING"	12	0.0042722982335	0.0232429679216667	0.0309709505313333	0.0118416841333333	0.523178415166667	-0.6500380555	-0.213235641316667
"LAYING"	13	-0.000126342648387096	0.00324191442096774	0.0857282517490323	-0.00488786835483871	0.361210751451613	-0.475624695645161	-0.477526561935484
"LAYING"	14	0.017729670654902	0.0116599807576471	0.0458760838431373	0.0230340470960784	0.349115950039216	-0.277020596862745	-0.68876681
"LAYING"	15	0.00415722316152778	-0.0187121703680556	-0.0294509539583333	0.00183580722083333	0.372891310277778	-0.719412830416667	0.0489176476388889
"LAYING"	16	0.0539272789731429	0.0259656101685714	0.00521399480614286	0.0564784675285714	0.398207971714286	0.0982209111428571	-0.756497965428571
"LAYING"	17	0.00777276090309859	0.0190444742957746	0.0150996692507042	-0.0530255507746479	0.395076582253521	-0.426235558450704	-0.555002876901408
"LAYING"	18	0.00780201507692308	0.0285001830563077	0.00323848521692308	0.0290040708784615	0.410902149384615	-0.512391751230769	-0.463402676923077
"LAYING"	19	-0.0211074851851807	0.0113723793	0.0237185899156627	-0.0231373792650602	0.737784354819277	-0.476491760481928	-0.504427518072289
"LAYING"	20	0.00103809244558823	0.0201551673544118	0.0627119737058824	-0.0641137736205882	0.589963054264706	-0.656294175441177	-0.331485784264706
"LAYING"	21	7.52968693333333e-05	0.0209488810833333	0.0771675159455556	-0.0414774911111111	0.377040938888889	-0.364984985222222	-0.613696120222222
"LAYING"	22	0.0276393547430556	0.0484043605875	0.00993819332222222	0.0510977907694444	0.552457232083333	-0.399009865138889	-0.603348695833333
"LAYING"	23	0.0157281639125	-0.008233394775	0.105744482036111	0.00520700388888889	0.533234986111111	-0.232646383194444	-0.781769061527778
"LAYING"	24	0.0169966002519444	0.00373768258055556	0.0431254071527778	0.00824536256944445	0.510360052361111	-0.494414754583333	-0.505943181111111
"LAYING"	25	0.0683084738424658	0.203259965863014	-0.0637531658986301	0.0263012769410959	0.586050049726027	-0.452959325273973	-0.416502209109589
"LAYING"	26	-4.19627976315778e-05	0.02649011025	-0.0106550011052632	-7.91468210526309e-05	0.695743517105263	-0.557477087236842	-0.438577144736842
"LAYING"	27	0.0216426473783784	-0.00947344800405405	-0.0190230964837838	-0.0215434865810811	0.631986244324324	-0.335722056216216	-0.67651559527027
"LAYING"	28	0.03881748636	-0.0392425155825	0.0207646471	0.05152231346375	0.603392467625	-0.02646734825	0.050311426875
"LAYING"	29	-0.0125185704144928	-0.00848450109014493	-0.0573700310681159	0.00342009472173913	0.501421273913043	-0.573422049130435	-0.423473279130435
"LAYING"	30	-0.0106131241642857	0.0369006013185714	0.0372059086285714	0.0173554758285714	0.499848737857143	-0.492287025857143	-0.507019938285714
